id,user,uid,version,changeset,timestamp
14293210.0,TheDutchMan13,1330847.0,6,49150987.0,2017-06-01T01:13:39Z
14293219.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:13:39Z
14293255.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:40Z
14293286.0,California Bear,28923.0,6,50610153.0,2017-07-27T07:19:26Z
14293296.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:13:40Z
14293308.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:40Z
14293315.0,SimMoonXP,3392.0,5,19947914.0,2014-01-12T07:53:24Z
14293317.0,shpakudza,6794149.0,5,57580078.0,2018-03-27T20:23:03Z
14293320.0,balrog-kun,20587.0,2,4250464.0,2010-03-27T23:00:33Z
14293338.0,TheDutchMan13,1330847.0,3,49173735.0,2017-06-01T18:46:42Z
14293347.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:41Z
14293421.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:13:42Z
14293423.0,TheDutchMan13,1330847.0,5,49150987.0,2017-06-01T01:13:42Z
14293430.0,TheDutchMan13,1330847.0,6,49150987.0,2017-06-01T01:13:42Z
14293442.0,hofoen,52797.0,4,55196689.0,2018-01-05T20:26:02Z
14293457.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:43Z
14293469.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:13:43Z
14293474.0,Tom_Holland,574654.0,4,53543238.0,2017-11-06T01:53:34Z
14293479.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:13:43Z
14293484.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:44Z
14293497.0,TheDutchMan13,1330847.0,5,49150987.0,2017-06-01T01:13:44Z
14293536.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:13:45Z
14293539.0,Stephen Show,7285879.0,7,57189699.0,2018-03-14T20:19:40Z
14293545.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:45Z
14293607.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:13:47Z
14293634.0,TheDutchMan13,1330847.0,5,49150987.0,2017-06-01T01:13:47Z
14293645.0,TheDutchMan13,1330847.0,2,49150987.0,2017-06-01T01:13:48Z
14293647.0,TheDutchMan13,1330847.0,4,64428650.0,2018-11-13T04:36:47Z
14293676.0,TheDutchMan13,1330847.0,5,49150987.0,2017-06-01T01:13:49Z
14293684.0,TheDutchMan13,1330847.0,6,67909273.0,2019-03-08T04:34:58Z
14293687.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:49Z
14293709.0,njtbusfan,8107451.0,12,64950184.0,2018-11-27T20:12:50Z
14293710.0,TheDutchMan13,1330847.0,3,49173735.0,2017-06-01T18:46:46Z
14293712.0,arpremna,8446886.0,4,68464810.0,2019-03-24T09:08:58Z
14293743.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:51Z
14293745.0,srividya_c,2115749.0,4,60072529.0,2018-06-22T11:11:08Z
14293746.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:51Z
14293747.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:51Z
14293751.0,TheDutchMan13,1330847.0,6,66378718.0,2019-01-16T23:54:41Z
14293754.0,TheDutchMan13,1330847.0,5,49150987.0,2017-06-01T01:13:52Z
14293755.0,ygudeti,7511407.0,6,59171531.0,2018-05-22T07:17:21Z
14293763.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:13:52Z
14293764.0,TheDutchMan13,1330847.0,2,49150987.0,2017-06-01T01:13:52Z
14293774.0,TheDutchMan13,1330847.0,5,49150987.0,2017-06-01T01:13:52Z
14293776.0,TheDutchMan13,1330847.0,5,49150987.0,2017-06-01T01:13:53Z
14293781.0,TheDutchMan13,1330847.0,5,49150987.0,2017-06-01T01:13:53Z
14293789.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:53Z
14293794.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:53Z
14293800.0,Victoria1901,7787732.0,4,57606181.0,2018-03-28T15:57:18Z
14293801.0,Victoria1901,7787732.0,4,57606181.0,2018-03-28T15:57:19Z
14293832.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:54Z
14293858.0,TheDutchMan13,1330847.0,7,49150987.0,2017-06-01T01:13:56Z
14293861.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:56Z
14293862.0,TheDutchMan13,1330847.0,6,49150987.0,2017-06-01T01:13:56Z
14293863.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:13:56Z
14293869.0,TheDutchMan13,1330847.0,2,49150987.0,2017-06-01T01:13:56Z
14293902.0,TheDutchMan13,1330847.0,5,63213418.0,2018-10-05T01:06:28Z
14293913.0,TheDutchMan13,1330847.0,4,49150987.0,2017-06-01T01:13:58Z
14293917.0,ygudeti,7511407.0,6,59171531.0,2018-05-22T07:17:20Z
14293938.0,TheDutchMan13,1330847.0,3,49150987.0,2017-06-01T01:13:58Z
